words,tag
to,O
customize,O
the,O
templates,O
   ,O
worked,O
on,O
design,O
implementation,O
and,O
modifying,O
the,O
python,B-SKILLS
code,O
mysql,B-SKILLS
and,O
postgresql,B-SKILLS
database,I-SKILLS
schema,O
onthe,O
back,B-SKILLS
end,I-SKILLS
   ,O
search,B-SKILLS
engine,I-SKILLS
optimization,I-SKILLS
by,O
replacing,O
existing,O
database,O
with,O
mongodb,B-SKILLS
nosql,B-SKILLS
database,I-SKILLS
   ,O
documented,O
company,O
restful,B-SKILLS
apis,I-SKILLS
using,O
swagger,B-SKILLS
for,O
internal,O
and,O
third,O
part,O
use,O
and,O
also,O
worked,O
on,O
unit,B-SKILLS
testing,I-SKILLS
and,O
integration,B-SKILLS
testing,I-SKILLS
   ,O
implemented,O
continuous,O
integration,O
using,O
jenkins,B-SKILLS
and,O
git,B-SKILLS
   ,O
configuration,O
management,O
and,O
source,O
code,O
repository,O
management,O
using,O
tools,O
like,O
git,B-SKILLS
and,O
ci,B-SKILLS
tools,I-SKILLS
like,I-SKILLS
jenkins,I-SKILLS
  ,O
develop,O
user,O
friendly,O
and,O
sophisticated,O
graphical,O
representation,O
of,O
the,O
catalogue,O
of,O
items,O
that,O
would,O
be,O
configured,O
for,O
a,O
piece,O
of,O
equipment,O
   ,O
worked,O
on,O
object,B-SKILLS
oriented,I-SKILLS
programming,I-SKILLS
oop,O
concepts,O
using,O
python,B-SKILLS
django,O
and,O
linux,B-SKILLS
  ,O
used,O
jira,B-SKILLS
for,O
bug,B-SKILLS
tracking,I-SKILLS
and,O
issue,O
tracking,O
   ,O
practical,O
experience,O
with,O
working,O
on,O
multiple,O
environments,O
like,O
development,O
testing,O
production,O
  ,O
environment,O
python,B-SKILLS
django,B-SKILLS
mysql,B-SKILLS
mongodb,B-SKILLS
html,B-SKILLS
javascript,B-SKILLS
json,B-SKILLS
xml,B-SKILLS
jquery,B-SKILLS
linux,B-SKILLS
wsdl,B-SKILLS
restful,B-SKILLS
css,B-SKILLS
postgresql,B-SKILLS
swagger,B-SKILLS
git,B-SKILLS
jira,B-SKILLS
jenkins,B-SKILLS
     ,O
fareportal,B-COMPANY
new,B-LOCATION
york,I-LOCATION
ny,I-LOCATION
       ,O
jun,B-DATE
2014,I-DATE
to,O
dec,B-DATE
2015,I-DATE
role,O
full,O
stack,B-SKILLS
developer,I-SKILLS
  ,O
description,O
fareportal,O
is,O
one,O
of,O
the,O
fastest,O
growing,O
travel,O
technology,O
companies,O
in,O
the,O
world,O
their,O
portfolio,O
of,O
travel,O
brands,O
including,O
flagship,O
product,O
cheapoair,O
receives,O
over,O
100,O
million,O
visitors,O
annually,O
i,O
was,O
worked,O
in,O
travel,O
products,O
such,O
as,O
booking,O
engines,O
for,O
flight,O
cars,O
hotels,O
vacations,O
events,O
and,O
activities,O
and,O
mobile,O
apps,O
and,O
was,O
involved,O
for,O
building,O
the,O
features,O
that,O
users,O
see,O
and,O
interact,O
with,O
daily,O
and,O
created,O
the,O
tools,O
rebuilt,O
cheapoair,O
booking,O
tools,O
as,O
a,O
singlepage,O
clientside,O
application,O
  ,O
responsibilities,O
  ,O
developed,O
views,O
and,O
templates,O
with,O
django,B-SKILLS
view,O
controller,O
and,O
template,O
language,O
to,O
create,O
a,O
userfriendly,O
website,O
interface,O
  ,O
configured,O
the,O
django,B-SKILLS
admin,O
site,O
dashboard,O
and,O
created,O
a,O
custom,O
django,B-SKILLS
dashboard,O
for,O
end,O
users,O
with,O
custom,O
look,O
and,O
feel,O
used,O
django,B-SKILLS
apis,B-SKILLS
for,O
database,O
access,O
  ,O
used,O
python,B-SKILLS
and,O
django,B-SKILLS
for,O
xml,B-SKILLS
json,B-SKILLS
processing,O
data,O
exchange,O
and,O
business,O
logic,O
implementation,O
  ,O
built,O
database,O
model,O
views,O
and,O
api,B-SKILLS
s,O
using,O
python,B-SKILLS
for,O
interactive,O
web,O
based,O
solutions,O
  ,O
used,O
python,B-SKILLS
scripts,O
to,O
update,O
the,O
content,O
in,O
database,O
and,O
manipulate,O
files,O
  ,O
created,O
ui,O
using,O
javascript,B-SKILLS
and,O
html,B-SKILLS
designed,O
and,O
developed,O
data,O
management,O
system,O
using,O
mysql,B-SKILLS
  ,O
wrote,O
and,O
executed,O
various,O
mysql,O
workbench,O
database,B-SKILLS
queries,I-SKILLS
from,O
python,B-SKILLS
using,O
pythonmysql,B-SKILLS
connector,O
and,O
mysql,B-SKILLS
db,I-SKILLS
package,O
  ,O
worked,O
on,O
jenkins,B-SKILLS
continuous,O
integration,O
tool,O
for,O
deployment,O
of,O
project,O
  ,O
played,O
a,O
key,O
role,O
in,O
a,O
development,O
wide,O
transition,O
from,O
subversion,O
to,O
git,B-SKILLS
which,O
resulted,O
in,O
increase,O
in,O
efficiency,O
for,O
the,O
development,O
community,O
  ,O
created,O
customized,O
aws,O
identity,O
and,O
access,O
management,O
iam,O
polices,O
for,O
various,O
aws,O
resources,O
to,O
have,O
required,O
accessibility,O
to,O
required,O
resources,O
   ,O
developed,O
tools,O
to,O
automate,O
the,O
deployment,O
administration,O
and,O
monitoring,O
of,O
a,O
largescale,O
  ,O
aws,B-SKILLS
linux,B-SKILLS
environment,I-SKILLS
   ,O
worked,O
on,O
unix,O
shell,O
scripts,O
and,O
called,O
them,O
into,O
etl,O
workflows,O
by,O
passing,O
the,O
input,O
arguments,O
  ,O
responsible,O
for,O
debugging,O
and,O
troubleshooting,O
the,O
web,O
application,O
  ,O
developed,O
tested,O
and,O
debugged,O
software,O
tools,O
utilized,O
by,O
clients,O
and,O
internal,O
customers,O
  ,O
coded,O
test,O
programs,O
and,O
evaluated,O
existing,O
engineering,O
processes,O
  ,O
environment,O
linux,B-SKILLS
python,B-SKILLS
django,B-SKILLS
html,B-SKILLS
xml,B-SKILLS
jenkins,B-SKILLS
javascript,B-SKILLS
aws,B-SKILLS
json,B-SKILLS
sql,B-SKILLS
server,B-SKILLS
git,B-SKILLS
and,O
github,B-SKILLS
       ,O
dtcc,B-COMPANY
  ,I-COMPANY
jersey,B-LOCATION
city,I-LOCATION
nj,I-LOCATION
        ,O
jul,B-DATE
2013,I-DATE
to,O
may,B-DATE
2014,I-DATE
role,O
full,B-SKILLS
stack,I-SKILLS
developer,I-SKILLS
  ,O
description,O
  ,O
educational,O
loan,O
financial,O
management,O
system,O
is,O
a,O
web,O
based,O
comprehensive,O
software,O
package,O
supporting,O
student,O
financial,O
aid,O
administration,O
loans,O
and,O
reports,O
the,O
system,O
is,O
modular,O
and,O
organized,O
to,O
support,O
all,O
of,O
the,O
functions,O
of,O
the,O
financial,O
aid,O
office,O
like,O
need,O
analysis,O
evaluation,O
packaging,O
notification,O
disbursement,O
funds,O
management,O
tracking,O
verification,O
and,O
reporting,O
this,O
application,O
completely,O
web,O
enabled,O
the,O
process,O
of,O
loan,O
applying,O
to,O
loan,O
repayment,O
of,O
a,O
customer,O
    ,O
responsibilities,O
  ,O
interacting,O
with,O
the,O
business,O
analysts,O
to,O
gather,O
the,O
requirements,O
and,O
understanding,O
the,O
functional,O
design,O
specifications,O
for,O
the,O
requirements,O
   ,O
worked,O
on,O
design,O
development,O
test,O
deploy,O
and,O
maintenance,O
of,O
the,O
website,O
   ,O
ui,O
was,O
developed,O
using,O
html,B-SKILLS
ajax,B-SKILLS
css,B-SKILLS
and,O
javascript,B-SKILLS
   ,O
developed,O
single,B-SKILLS
page,I-SKILLS
application,I-SKILLS
using,O
backbonejs,B-SKILLS
along,O
with,O
jquery,B-SKILLS
   ,O
responsible,O
for,O
setting,O
up,O
python,B-SKILLS
rest,B-SKILLS
api,I-SKILLS
framework,I-SKILLS
using,O
django,B-SKILLS
  ,O
developed,O
entire,O
frontend,B-SKILLS
and,O
backend,B-SKILLS
modules,O
using,O
python,B-SKILLS
on,O
django,B-SKILLS
web,B-SKILLS
framework,I-SKILLS
  ,O
generated,O
property,O
list,O
for,O
every,O
application,O
dynamically,O
using,O
python,B-SKILLS
modules,O
like,O
math,O
glob,O
random,O
itertools,O
functools,O
   ,O
developed,O
wrapper,O
in,O
python,B-SKILLS
for,O
instantiating,O
multithreaded,O
application,O
   ,O
developed,O
views,O
and,O
templates,O
with,O
python,B-SKILLS
and,O
django,B-SKILLS
view,O
controller,O
and,O
templating,O
language,O
to,O
created,O
userfriendly,O
website,O
interface,O
   ,O
responsible,O
for,O
search,B-SKILLS
engine,I-SKILLS
optimization,I-SKILLS
to,O
improve,O
the,O
visibility,O
of,O
the,O
website,O
   ,O
developed,O
merge,O
jobs,O
in,O
python,B-SKILLS
to,O
extract,O
and,O
load,O
data,O
into,O
mysql,B-SKILLS
database,I-SKILLS
   ,O
designed,O
and,O
developed,O
the,O
presentation,O
layerclient,O
end,O
and,O
handled,O
all,O
the,O
client,O
side,O
validation,O
using,O
javascript,B-SKILLS
   ,O
wrote,O
validation,O
scripts,O
in,O
sql,B-SKILLS
to,O
validate,O
data,O
loading,O
   ,O
deployed,O
the,O
project,O
into,O
heroku,O
and,O
also,O
used,O
github,B-SKILLS
version,I-SKILLS
control,I-SKILLS
system,I-SKILLS
  ,O
performed,O
unit,O
and,O
system,B-SKILLS
testing,I-SKILLS
   ,O
trained,O
users,O
and,O
did,O
production,O
support,O
   ,O
environment,O
python,B-SKILLS
django,B-SKILLS
mysql,B-SKILLS
html,B-SKILLS
css,B-SKILLS
jquery,B-SKILLS
javascript,B-SKILLS
beautifulsoup,B-SKILLS
nodejs,B-SKILLS
php,B-SKILLS
apache,B-SKILLS
git,B-SKILLS
github,B-SKILLS
heroku,B-SKILLS
    ,O
office,O
depot,O
boca,O
raton,O
fl,O
       ,O
jan,B-DATE
2012,I-DATE
to,O
jun,B-DATE
2013,I-DATE
role,O
python,B-SKILLS
developer,I-SKILLS
  ,O
description,O
the,O
office,O
depot,O
tool,O
bar,O
consists,O
of,O
search,O
and,O
personal,O
activity,O
listing,O
which,O
has,O
features,O
for,O
extracting,O
data,O
from,O
the,O
user,O
profiles,O
and,O
recommending,O
products,O
for,O
better,O
shopping,O
experience,O
   ,O
responsibilities,O
  ,O
used,O
sdlc,B-SKILLS
process,O
and,O
used,O
php,B-SKILLS
to,O
develop,O
website,O
functionality,O
  ,O
also,O
used,O
bootstrap,B-SKILLS
and,O
angularjs,B-SKILLS
as,O
a,O
mechanism,O
to,O
manage,O
and,O
organize,O
the,O
html,B-SKILLS
page,O
layout,O
  ,O
participate,O
in,O
the,O
implementation,O
and,O
contribute,O
ideas,O
and,O
suggestions,O
for,O
continuous,O
improvements,O
to,O
the,O
distribution,O
process,O
in,O
a,O
group,O
setting,O
  ,O
wrote,O
scripts,O
to,O
integrate,O
apis,B-SKILLS
with,O
3rd,O
party,O
applications,O
pythondjango,B-SKILLS
based,O
web,O
application,O
postgresql,B-SKILLS
db,B-SKILLS
and,O
integrations,O
with,O
3rd,O
party,O
email,O
messaging,O
storage,O
services,O
  ,O
involved,O
in,O
developing,O
the,O
ui,O
of,O
the,O
website,O
using,O
html,B-SKILLS
xhtml,B-SKILLS
ajax,B-SKILLS
css,B-SKILLS
and,O
javascript,B-SKILLS
  ,O
used,O
django,B-SKILLS
apis,B-SKILLS
for,O
database,O
access,O
  ,O
designed,O
and,O
developed,O
data,O
management,O
system,O
using,O
mysql,O
built,O
application,O
logic,O
using,O
python,B-SKILLS
    ,O
parsed,B-SKILLS
xml,I-SKILLS
file,O
using,O
python,B-SKILLS
to,O
extract,O
data,O
from,O
database,O
  ,O
participated,O
in,O
requirement,O
gathering,O
and,O
worked,O
closely,O
with,O
the,O
architect,O
in,O
designing,O
and,O
modeling,O
  ,O
developed,O
most,O
of,O
the,O
application,O
part,O
in,O
linux,B-SKILLS
environment,I-SKILLS
and,O
very,O
much,O
familiar,O
with,O
all,O
of,O
its,O
commands,O
  ,O
worked,O
on,O
development,O
of,O
sql,B-SKILLS
and,O
stored,O
procedures,O
trigger,O
and,O
function,O
on,O
mysql,B-SKILLS
  ,O
developed,O
shopping,O
cart,O
for,O
library,O
and,O
integrated,O
web,O
services,O
to,O
access,O
the,O
payment,O
ecommerce,O
  ,O
designed,O
and,O
developed,O
a,O
horizontally,O
scalable,O
apis,B-SKILLS
using,O
python,B-SKILLS
flask,B-SKILLS
  ,O
used,O
git,B-SKILLS
for,O
version,B-SKILLS
control,I-SKILLS
  ,O
developed,O
shopping,O
cart,O
for,O
library,O
and,O
integrated,O
web,O
services,O
to,O
access,O
the,O
payment,O
  ,O
used,O
php,B-SKILLS
language,I-SKILLS
on,O
lamp,B-SKILLS
server,I-SKILLS
to,O
develop,O
page,O
  ,O
environment,O
python,B-SKILLS
javascript,B-SKILLS
django,B-SKILLS
framework,I-SKILLS
bootstrap,B-SKILLS
flask,B-SKILLS
mysql,B-SKILLS
jquery,B-SKILLS
apache,B-SKILLS
web,B-SKILLS
server,I-SKILLS
php,B-SKILLS
postgresql,B-SKILLS
db,I-SKILLS
    ,O
cmc,B-COMPANY
hyderabad,B-LOCATION
india,I-LOCATION
         ,O
dec,B-DATE
2010,I-DATE
to,O
nov,B-DATE
2011,I-DATE
  ,O
role,O
python,B-SKILLS
developer,I-SKILLS
  ,O
description,O
loan,O
application,O
system,O
is,O
an,O
automated,O
application,O
enabling,O
prompt,O
and,O
accurate,O
processing,O
of,O
loan,O
and,O
credit,O
card,O
applications,O
this,O
project,O
consists,O
of,O
the,O
modules,O
such,O
as,O
cards,O
loan,O
process,O
and,O
credit,O
check,O
the,O
system,O
was,O
based,O
on,O
a,O
multitier,O
architecture,O
using,O
the,O
mvc,B-SKILLS
model,I-SKILLS
using,O
django,B-SKILLS
framework,I-SKILLS
  ,O
responsibilities,O
  ,O
participate,O
in,O
requirement,O
gathering,O
and,O
analysis,O
phase,O
of,O
the,O
project,O
in,O
documenting,O
the,O
business,O
requirements,O
by,O
conducting,O
workshopsmeetings,O
with,O
various,O
business,O
users,O
  ,O
developed,O
pythondjango,B-SKILLS
application,I-SKILLS
for,O
google,O
analytics,O
aggregation,O
and,O
reporting,O
  ,O
used,O
django,B-SKILLS
configuration,I-SKILLS
to,O
manage,O
urls,O
and,O
application,O
parameters,O
  ,O
worked,O
on,O
python,B-SKILLS
openstack,O
apis,B-SKILLS
  ,O
used,O
python,B-SKILLS
scripts,O
to,O
update,O
content,O
in,O
the,O
database,O
and,O
manipulate,O
files,O
  ,O
generated,O
python,B-SKILLS
django,B-SKILLS
forms,O
to,O
record,O
data,O
of,O
online,O
users,O
  ,O
i,O
have,O
used,O
pandas,B-SKILLS
api,B-SKILLS
to,O
put,O
the,O
data,O
as,O
time,O
series,O
and,O
tabular,O
format,O
for,O
east,O
timestamp,O
data,O
manipulation,O
and,O
retrieval,O
  ,O
used,O
pandas,B-SKILLS
library,O
for,O
statistical,B-SKILLS
analysis,I-SKILLS
  ,O
developed,O
tools,O
using,O
python,B-SKILLS
shell,O
scripting,O
xml,B-SKILLS
to,O
automate,O
some,O
of,O
the,O
menial,O
tasks,O
interfacing,O
with,O
supervisors,O
artists,O
systems,O
administrators,O
and,O
production,O
to,O
ensure,O
production,O
deadlines,O
are,O
met,O
  ,O
used,O
django,B-SKILLS
configuration,I-SKILLS
to,O
manage,O
urls,O
and,O
application,O
parameters,O
  ,O
wrote,O
and,O
executed,O
various,O
mysql,B-SKILLS
database,I-SKILLS
queries,I-SKILLS
from,O
python,B-SKILLS
using,O
pythonmysql,B-SKILLS
connector,O
and,O
mysql,B-SKILLS
db,I-SKILLS
package,O
  ,O
worked,O
in,O
development,O
of,O
web,B-SKILLS
services,I-SKILLS
for,O
sending,O
to,O
getting,O
data,O
from,O
the,O
external,O
interface,O
in,O
the,O
xml,B-SKILLS
format,O
  ,O
used,O
linux,B-SKILLS
as,O
trouble,O
shooter,O
for,O
systems,O
  ,O
worked,O
on,O
development,O
of,O
sql,B-SKILLS
and,O
stored,O
procedures,O
on,O
mysql,B-SKILLS
  ,O
responsible,O
for,O
debugging,O
the,O
project,O
monitored,O
on,O
jira,B-SKILLS
agile,B-SKILLS
  ,O
performed,O
troubleshooting,O
fixed,O
and,O
deployed,O
many,O
python,B-SKILLS
bug,B-SKILLS
fixes,I-SKILLS
of,O
the,O
two,O
main,O
applications,O
that,O
were,O
a,O
main,O
source,O
of,O
data,O
for,O
both,O
customers,O
and,O
internal,O
customer,O
service,O
team,O
  ,O
environment,O
linux,B-SKILLS
python,B-SKILLS
django,B-SKILLS
jira,B-SKILLS
xml,B-SKILLS
javascript,B-SKILLS
pandas,B-SKILLS
json,B-SKILLS
mysql,B-SKILLS
shell,B-SKILLS
scripting,I-SKILLS
                 ,O
prog9,B-COMPANY
soft,I-COMPANY
tech,I-COMPANY
pvt,I-COMPANY
ltd,I-COMPANY
hyderabad,B-LOCATION
india,I-LOCATION
     ,O
aug,B-DATE
2008,I-DATE
to,O
nov,B-DATE
2010,I-DATE
role,O
python,B-SKILLS
developer,I-SKILLS
  ,O
ephaatshaala,O
is,O
designed,O
to,O
have,O
a,O
better,O
interaction,O
between,O
students,O
teachers,O
parents,O
amp,O
management,O
this,O
software,O
very,O
gracefully,O
handles,O
all,O
the,O
requirements,O
for,O
easy,O
school,O
management,O
it,O
also,O
provides,O
greater,O
visibility,O
of,O
all,O
the,O
functions,O
such,O
as,O
grading,O
and,O
attendance,O
and,O
evaluation,O
of,O
reports,O
at,O
any,O
point,O
of,O
the,O
school,O
year,O
   ,O
responsibilities,O
  ,O
responsible,O
for,O
gathering,O
requirements,O
system,B-SKILLS
analysis,I-SKILLS
design,O
development,O
testing,O
and,O
deployment,O
    ,O
used,O
django,B-SKILLS
framework,I-SKILLS
for,O
application,O
development,O
  ,O
created,O
entire,O
application,O
using,O
python,B-SKILLS
django,I-SKILLS
mysql,B-SKILLS
and,O
linux,B-SKILLS
  ,O
used,O
django,B-SKILLS
configuration,I-SKILLS
to,O
manage,O
urls,O
and,O
application,O
parameters,O
  ,O
involved,O
in,O
working,O
with,O
python,B-SKILLS
open,O
stock,O
api,B-SKILLS
s,O
  ,O
created,O
database,O
using,O
mysql,B-SKILLS
wrote,O
several,O
queries,B-SKILLS
and,O
django,B-SKILLS
apis,B-SKILLS
to,O
extract,O
data,O
from,O
database,B-SKILLS
  ,O
developed,O
applications,O
especially,O
in,O
unix,B-SKILLS
environment,O
and,O
familiar,O
with,O
all,O
of,O
its,O
commands,O
  ,O
worked,O
with,O
html,B-SKILLS
css,B-SKILLS
and,O
javascript,B-SKILLS
in,O
developing,B-SKILLS
web,I-SKILLS
applications,I-SKILLS
  ,O
embedded,O
ajax,B-SKILLS
in,O
ui,B-SKILLS
to,O
update,O
small,O
portions,O
of,O
the,O
web,O
page,O
avoiding,O
the,O
need,O
to,O
reload,O
the,O
entire,O
page,O
  ,O
improved,O
code,O
reuse,O
and,O
performance,O
by,O
making,O
effective,O
use,O
of,O
various,O
design,O
patterns,O
  ,O
creating,O
unit,O
testregression,B-SKILLS
test,B-SKILLS
framework,I-SKILLS
for,O
working,O
with,O
new,O
code,O
  ,O
wrote,O
scripts,O
in,O
python,B-SKILLS
for,O
extracting,O
data,O
from,O
html,B-SKILLS
file,O
  ,O
involved,O
in,O
entire,O
lifecycle,O
of,O
the,O
projects,O
including,O
design,O
and,O
deployment,O
testing,O
and,O
implementation,O
and,O
support,O
maintaining,O
the,O
scripts,O
using,O
the,O
svn,B-SKILLS
version,B-SKILLS
control,I-SKILLS
  ,O
maintaining,O
school,O
database,B-SKILLS
using,O
ms,B-SKILLS
excel,I-SKILLS
  ,O
proactively,O
worked,O
with,O
managers,O
and,O
development,O
staff,O
to,O
meet,O
project,O
goals,O
within,O
expected,O
timelines,O
  ,O
environment,O
python,B-SKILLS
django,B-SKILLS
ajax,B-SKILLS
css,B-SKILLS
html,B-SKILLS
sql,B-SKILLS
mysql,B-SKILLS
javascript,B-SKILLS
xml,B-SKILLS
linux,B-SKILLS
unix,B-SKILLS
svn,B-SKILLS
ujjal,B-PERSON
   ,O
972,B-NUMBER
996,I-NUMBER
1709,I-NUMBER
  ,O
vsriramanblickscom,B-EMAIL
       ,O
mulesoft,B-COMPANY
  ,O
integration,B-SKILLS
architect,I-SKILLS
    ,O
technologist,O
with,O
14,O
  ,O
years,O
of,O
enterprise,O
integration,O
experience,O
seeking,O
challenging,O
position,O
in,O
the,O
industry,O
to,O
use,O
most,O
of,O
my,O
expertise,O
and,O
industry,O
experience,O
in,O
soa,B-SKILLS
microservices,B-SKILLS
enterprise,B-SKILLS
integration,I-SKILLS
eai,B-SKILLS
bpm,B-SKILLS
and,O
aws,B-SKILLS
cloud,I-SKILLS
skills,I-SKILLS
  ,O
highlights,O
  ,O
expert,O
in,O
the,O
design,O
and,O
implementation,O
of,O
costeffective,O
highperformance,O
technology,O
solutions,O
in,O
support,O
of,O
corporate,O
strategy,O
strong,O
technical,O
background,O
and,O
understanding,O
of,O
application,O
analysis,O
and,O
design,O
concepts,O
with,O
experience,O
in,O
an,O
agile,B-SKILLS
software,B-SKILLS
development,I-SKILLS
environment,I-SKILLS
  ,O
experience,O
using,O
technologies,O
java,B-SKILLS
j2ee,B-SKILLS
webservices,B-SKILLS
rest,B-SKILLS
soap,B-SKILLS
amazon,B-SKILLS
cloud,B-SKILLS
spring,B-SKILLS
hibernate,I-SKILLS
  ,O
expert,O
at,O
developing,O
and,O
architecting,O
an,O
soa,B-SKILLS
and,O
microservices,B-SKILLS
based,I-SKILLS
solutions,O
with,O
a,O
wide,O
cross,O
section,O
of,O
experience,O
in,O
